question_id,question_bank_id,expert_difficulty,expert_score_band,section,parent_topic,child_topic,question_text,correct_answer,option_a,option_b,option_c,option_d
11817,11c68ded,Medium,4,Reading & Writing,Information and Ideas,Central Ideas and Details,"A contraction of “you all,” the pronoun “y’all” has long been used as a plural version of “you” in the South and in Black communities around the US. In recent decades, most other English-speaking communities in the US have begun to use “y’all.” What explains its rise in popularity? Many varieties of English have no pronoun that specifically addresses more than one person and instead must use “you” to address both one person and more than one. But “y’all” always refers to two or more people. As a result, it conveys the speaker’s meaning more precisely than “you” can. Which question does the text most directly attempt to answer?",,"How many other plural versions of the pronoun “you” are there in English, besides “y’all”?",Why has the pronoun “y’all” become more widely used in the US?,When was the first recorded use of the pronoun “y’all” in the English language?,Is “y’all” commonly used in English-speaking regions of the world besides the US?
1820,7f48b098,Medium,5,Reading & Writing,Standard English Conventions,Boundaries,"Photosynthesis, the mechanism by which plants use sunlight to turn carbon dioxide and water into ______ blank is fueled in part by an enzyme called Photosystem II that harvests energy-giving electrons from water molecules. Which choice completes the text so that it conforms to the conventions of Standard English?",,nutrients,nutrients and,"nutrients,",nutrients—
1636,326017ce,Medium,5,Reading & Writing,Expression of Ideas,Transitions,"For years, biologists have experimented with using grime-eating bacteria rather than harsh chemicals to clean artworks, and results have been impressive overall. ______ blank these bacterial strains—which can metabolize centuries’ worth of oil, glue, dirt, and other surface impurities without creating harmful byproducts—have proven more effective than traditional chemical cleaning methods. Which choice completes the text with the most logical transition?",,"However,","In many cases,","As a result,","Additionally,"
1103,7cbb9764,Medium,5,Reading & Writing,Information and Ideas,Command of Evidence,"Accomplished printmaker and sculptor Elizabeth Catlett (1915–2012) used her art to explore the Black experience in the United States. In a paper for an art history class, a student claims that Catlett had a particular talent for unifying various artistic traditions and styles in her work. Which quotation from a scholar describing Catlett’s work would best support the student’s claim?",,"“In Mother and Child , a sculpture of two Black figures, Catlett used an ancient Indigenous sculpting technique and combined the visual aesthetic of modern Mexican muralists with that of German artist Kathe Kollwitz.”","“In her collage New Generation , Catlett overlaid fabric onto the canvas to represent the clothing of a father and his toddler, positioned to evoke classic images of a mother and child.”","“Created in 1968, Catlett’s sculpture Black Unity , a stylized fist sculpted from mahogany and measuring two feet across, remains an important piece and has received renewed and well-deserved attention in recent years.”","“One series of Catlett’s prints, made by the artist using the linoleum cut method, depicts several notable African American women, including Harriet Tubman and Sojourner Truth.”"
1080,f1bfbed3,Hard,7,Reading & Writing,Information and Ideas,Inferences,"Marta Coll and colleagues’ 2010 Mediterranean Sea biodiversity census reported approximately 17,000 species, nearly double the number reported in Carlo Bianchi and Carla Morri’s 2000 census—a difference only partly attributable to the description of new invertebrate species in the interim. Another factor is that the morphological variability of microorganisms is poorly understood compared to that of vertebrates, invertebrates, plants, and algae, creating uncertainty about how to evaluate microorganisms as species. Researchers’ decisions on such matters therefore can be highly consequential. Indeed, the two censuses reported similar counts of vertebrate, plant, and algal species, suggesting that ______ blank Which choice most logically completes the text?",,Coll and colleagues reported a much higher number of species than Bianchi and Morri did largely due to the inclusion of invertebrate species that had not been described at the time of Bianchi and Morri’s census.,some differences observed in microorganisms may have been treated as variations within species by Bianchi and Morri but treated as indicative of distinct species by Coll and colleagues.,Bianchi and Morri may have been less sensitive to the degree of morphological variation displayed within a typical species of microorganism than Coll and colleagues were.,the absence of clarity regarding how to differentiate among species of microorganisms may have resulted in Coll and colleagues underestimating the number of microorganism species.
12403,2b08f514,Hard,7,Reading & Writing,Expression of Ideas,Transitions,"The prime meridian, the global indicator of zero degrees longitude established in 1884, was originally determined using astronomically derived coordinates. ______ blank as decades passed, new calculations would reveal increasingly precise coordinates, yet the prime meridian remained unchanged; it wasn’t until the 1980s that, spurred by improved geodetic data, the prime meridian was officially moved—roughly one hundred meters east. Which choice completes the text with the most logical transition?",,"Specifically,","To that end,","Again and again,","Granted,"
1618,afec1a70,Hard,6,Reading & Writing,Expression of Ideas,Rhetorical Synthesis,"While researching a topic, a student has taken the following notes: As engineered structures, many bird nests are uniquely flexible yet cohesive. A research team led by Yashraj Bhosale wanted to better understand the mechanics behind these structural properties. Bhosale’s team used laboratory models that simulated the arrangement of flexible sticks into nest-like structures. The researchers analyzed the points where sticks touched one another. When pressure was applied to the model nests, the number of contact points between the sticks increased, making the structures stiffer. The student wants to present the primary aim of the research study. Which choice most effectively uses relevant information from the notes to accomplish this goal?",,Bhosale’s team wanted to better understand the mechanics behind bird nests’ uniquely flexible yet cohesive structural properties.,The researchers used laboratory models that simulated the arrangement of flexible sticks and analyzed the points where sticks touched one another.,"After analyzing the points where sticks touched, the researchers found that the structures became stiffer when pressure was applied.","As analyzed by Bhosale’s team, bird nests are uniquely flexible yet cohesive engineered structures."
1373,22a41819,Hard,7,Reading & Writing,Craft and Structure,Words in Context,"Rejecting the premise that the literary magazine Ebony and Topaz (1927) should present a unified vision of Black American identity, editor Charles S. Johnson fostered his contributors’ diverse perspectives by promoting their authorial autonomy. Johnson’s self-effacement diverged from the editorial stances of W.E.B. Du Bois and Alain Locke, whose decisions for their publications were more ______ blank . Which choice completes the text with the most logical and precise word or phrase?",,proficient,dogmatic,ambiguous,unpretentious
1374,ca50de52,Hard,6,Reading & Writing,Craft and Structure,Text Structure and Purpose,"“How lifelike are they?” Many computer animators prioritize this question as they strive to create ever more realistic environments and lighting. Generally, while characters in computer-animated films appear highly exaggerated, environments and lighting are carefully engineered to mimic reality. But some animators, such as Pixar’s Sanjay Patel, are focused on a different question. Rather than asking first whether the environments and lighting they’re creating are convincingly lifelike, Patel and others are asking whether these elements reflect their films’ unique stories. Which choice best describes the function of the underlined question in the text as a whole?",,It reflects a primary goal that many computer animators have for certain components of the animations they produce.,It represents a concern of computer animators who are more interested in creating unique backgrounds and lighting effects than realistic ones.,It conveys the uncertainty among many computer animators about how to create realistic animations using current technology.,It illustrates a reaction that audiences typically have to the appearance of characters created by computer animators.
12629,6b8a7c74,Hard,7,Reading & Writing,Information and Ideas,Inferences,"One recognized social norm of gift giving is that the time spent obtaining a gift will be viewed as a reflection of the gift’s thoughtfulness. Marketing experts Farnoush Reshadi, Julian Givi, and Gopal Das addressed this view in their studies of norms specifically surrounding the giving of gift cards, noting that while recipients tend to view digital gift cards (which can be purchased online from anywhere and often can be redeemed online as well) as superior to physical gift cards (which sometimes must be purchased in person and may only be redeemable in person) in terms of usage, 94.8 percent of participants surveyed indicated that it is more socially acceptable to give a physical gift card to a recipient. This finding suggests that ______ blank Which choice most logically completes the text?",,gift givers likely overestimate the amount of effort required to use digital gift cards and thus mistakenly assume gift recipients will view them as less desirable than physical gift cards.,physical gift cards are likely preferred by gift recipients because the tangible nature of those cards offers a greater psychological sense of ownership than digital gift cards do.,physical gift cards are likely less desirable to gift recipients than digital gift cards are because of the perception that physical gift cards require unnecessary effort to obtain.,gift givers likely perceive digital gift cards as requiring relatively low effort to obtain and thus wrongly assume gift recipients will appreciate them less than they do physical gift cards.
1810,960dec02,Hard,7,Reading & Writing,Standard English Conventions,Boundaries,"A recent study tracked the number of bee species present in twenty-seven New York apple orchards over a ten-year period. ______ blank found that when wild growth near an orchard was cleared, the number of different bee species visiting the orchard decreased. Which choice completes the text so that it conforms to the conventions of Standard English?",,Entomologist Heather Grab:,"Entomologist, Heather Grab,",Entomologist Heather Grab,"Entomologist Heather Grab,"
1811,37e5c794,Hard,7,Reading & Writing,Standard English Conventions,"Form, Structure, and Sense","Despite being cheap, versatile, and easy to produce, ______ blank they are made from nonrenewable petroleum, and most do not biodegrade in landfills. Which choice completes the text so that it conforms to the conventions of Standard English?",,there are two problems associated with commercial plastics:,two problems are associated with commercial plastics:,commercial plastics’ two associated problems are that,commercial plastics have two associated problems:
1375,82cb7dda,Hard,7,Reading & Writing,Craft and Structure,Text Structure and Purpose,"The field of study called affective neuroscience seeks instinctive, physiological causes for feelings such as pleasure or displeasure. Because these sensations are linked to a chemical component (for example, the release of the neurotransmitter dopamine in the brain when one receives or expects a reward), they can be said to have a partly physiological basis. These processes have been described in mammals, but Jingnan Huang and his colleagues have recently observed that some behaviors of honeybees (such as foraging) are also motivated by a dopamine-based signaling process. What choice best describes the main purpose of the text?",,It describes an experimental method of measuring the strength of physiological responses in humans.,It illustrates processes by which certain insects can express how they are feeling.,It summarizes a finding suggesting that some mechanisms in the brains of certain insects resemble mechanisms in mammalian brains.,It presents research showing that certain insects and mammals behave similarly when there is a possibility of a reward for their actions.
1084,a15b3219,Hard,7,Reading & Writing,Information and Ideas,Command of Evidence,"1,300 1,200 1,100 1,000 900 800 700 600 500 400 300 200 100 0 Number of municipalities no response responded to inquiry offered incentive Municipalities’ Responses to Inquiries about Potential Incentives for Firm announcement before election announcement after election For each data category, the following bars are shown: announcement before election announcement after election The data for the 3 categories are as follows: no response: announcement before election: 1,252 announcement after election: 1,248 responded to inquiry: announcement before election: 207 announcement after election: 205 offered incentive: announcement before election: 128 announcement after election: 122 In the United States, firms often seek incentives from municipal governments to expand to those municipalities. A team of political scientists hypothesized that municipalities are much more likely to respond to firms and offer incentives if expansions can be announced in time to benefit local elected officials than if they can’t. The team contacted officials in thousands of municipalities, inquiring about incentives for a firm looking to expand and indicating that the firm would announce its expansion on a date either just before or just after the next election. Which choice best describes data from the graph that weaken the team’s hypothesis?",,A large majority of the municipalities that received an inquiry mentioning plans for an announcement before the next election didn’t respond to the inquiry.,The proportion of municipalities that responded to the inquiry or offered incentives didn’t substantially differ across the announcement timing conditions.,Only around half the municipalities that responded to inquiries mentioning plans for an announcement before the next election offered incentives.,"Of the municipalities that received an inquiry mentioning plans for an announcement date after the next election, more than 1,200 didn’t respond and only around 100 offered incentives."
1085,ed314256,Hard,7,Reading & Writing,Information and Ideas,Central Ideas and Details,"The most recent iteration of the immersive theater experience Sleep No More , which premiered in New York City in 2011, transforms its performance space—a five-story warehouse—into a 1930s-era hotel. Audience members, who wander through the labyrinthine venue at their own pace and follow the actors as they play out simultaneous, interweaving narrative loops, confront the impossibility of experiencing the production in its entirety. The play’s refusal of narrative coherence thus hinges on the sense of spatial fragmentation that the venue’s immense and intricate layout generates. What does the text most strongly suggest about Sleep No More ’s use of its performance space?",,The choice of a New York City venue likely enabled the play’s creators to experiment with the use of theatrical space in a way that venues from earlier productions could not.,Audience members likely find the experience of the play disappointing because they generally cannot make their way through the entire venue.,The production’s dependence on a particular performance environment would likely make it difficult to reproduce exactly in a different theatrical space.,Audience members who navigate the space according to a recommended itinerary will likely have a better grasp of the play’s narrative than audience members who depart from that itinerary.
1620,4d2736f0,Hard,6,Reading & Writing,Expression of Ideas,Transitions,"In her poetry collection Thomas and Beulah , Rita Dove interweaves the titular characters’ personal stories with broader historical narratives. She places Thomas’s journey from the American South to the Midwest in the early 1900s within the larger context of the Great Migration. ______ blank Dove sets events from Beulah’s personal life against the backdrop of the US Civil Rights Movement. Which choice completes the text with the most logical transition?",,"Specifically,","Thus,","Regardless,","Similarly,"
12064,a2816c7f,Hard,7,Reading & Writing,Standard English Conventions,"Form, Structure, and Sense","American abstract artist Richard ______ blank his installations to make passersby keenly aware of how one’s movements are affected by the physical features of one’s environment, assembles large-scale steel plates into sculptures that dominate the outdoor spaces they occupy. Which choice completes the text so that it conforms to the conventions of Standard English?",,Serra is intending,"Serra, intends","Serra, intending",Serra intends
1621,39ccb463,Hard,6,Reading & Writing,Expression of Ideas,Rhetorical Synthesis,"While researching a topic, a student has taken the following notes: The Atlantic Monthly magazine was first published in 1857. The magazine focused on politics, art, and literature. In 2019, historian Cathryn Halverson published the book Faraway Women and the “Atlantic Monthly.” Its subject is female authors whose autobiographies appeared in the magazine in the early 1900s. One of the authors discussed is Juanita Harrison. The student wants to introduce Cathryn Halverson’s book to an audience already familiar with the Atlantic Monthly . Which choice most effectively uses relevant information from the notes to accomplish this goal?",,Cathryn Halverson’s Faraway Women and the “Atlantic Monthly” discusses female authors whose autobiographies appeared in the magazine in the early 1900s.,"A magazine called the Atlantic Monthly , referred to in Cathryn Halverson’s book title, was first published in 1857.","Faraway Women and the “Atlantic Monthly” features contributors to the Atlantic Monthly , first published in 1857 as a magazine focusing on politics, art, and literature.","An author discussed by Cathryn Halverson is Juanita Harrison, whose autobiography appeared in the Atlantic Monthly in the early 1900s."
11807,458b4a11,Hard,7,Reading & Writing,Information and Ideas,Central Ideas and Details,"To understand how temperature change affects microorganism-mediated cycling of soil nutrients in alpine ecosystems, Eva Kaštovská et al. collected plant-soil cores in the Tatra Mountains at elevations around 2,100 meters and transplanted them to elevations of 1,700–1,800 meters, where the mean air temperature was warmer by 2°C. Microorganism-mediated nutrient cycling was accelerated in the transplanted cores; crucially, microorganism community composition was unchanged, allowing Kaštovská et al. to attribute the acceleration to temperature-induced increases in microorganism activity. It can most reasonably be inferred from the text that the finding about the microorganism community composition was important for which reason?",,It provided preliminary evidence that microorganism-mediated nutrient cycling was accelerated in the transplanted cores.,It suggested that temperature-induced changes in microorganism activity may be occurring at increasingly high elevations.,It ruled out a potential alternative explanation for the acceleration in microorganism-mediated nutrient cycling.,It clarified that microorganism activity levels in the plant-soil cores varied depending on which microorganisms comprised the community.
1376,e35d481c,Hard,6,Reading & Writing,Craft and Structure,Words in Context,"Some economic historians ______ blank that late nineteenth- and early twentieth-century households in the United States experienced an economy of scale when it came to food purchases—they assumed that large households spent less on food per person than did small households. Economist Trevon Logan showed, however, that a close look at the available data disproves this supposition. Which choice completes the text with the most logical and precise word or phrase?",,surmised,contrived,questioned,regretted
12633,0d7f4966,Hard,7,Reading & Writing,Information and Ideas,Command of Evidence,"Jean-Bernard Caron and colleagues recently discovered a cache of jellyfish fossils in the Burgess Shale, a site in the Canadian Rockies that is rich in fossils from the Cambrian period (over 500 million years ago). Caron and colleagues claim that these are the oldest jellyfish fossils ever discovered. In the past twenty years, two sites in China and the United States have yielded fossils of a similar age that some experts believe are most likely jellyfish due to their shapes and the appearance of projecting tentacles. But Caron and colleagues argue that the apparent tentacles are in fact the comb rows of ctenophores, gelatinous animals that are only distantly related to jellyfish. Which statement, if true, would most directly weaken the claim by Caron and colleagues about the fossils found in China and the United States?",,Sites in the Canadian Rockies from later periods than the Cambrian period have yielded fossils that have been conclusively identified as ctenophore fossils.,"The fossils found in China and the United States are so poorly preserved that though they cannot be conclusively identified as jellyfish, they cannot be conclusively identified as ctenophores either.","While ctenophore fossils have been discovered in China and the United States, they have never been discovered in the Burgess Shale.",The fossils discovered by Caron and colleagues in the Burgess Shale were better preserved than the fossils discovered by other researchers in China and the United States.
1378,5e57efec,Hard,7,Reading & Writing,Craft and Structure,Words in Context,"Economist Marco Castillo and colleagues showed that nuisance costs—the time and effort people must spend to make donations—reduce charitable giving. Charities can mitigate this effect by compensating donors for nuisance costs, but those costs, though variable, are largely ______ blank donation size, so charities that compensate donors will likely favor attracting a few large donors over many small donors. Which choice completes the text with the most logical and precise word or phrase?",,supplemental to,predictive of,independent of,subsumed in
12066,eb95235b,Hard,7,Reading & Writing,Standard English Conventions,Boundaries,"The Limón technique, developed by Mexican-born dancer and choreographer Jose Limón, is known for its emphasis on breath control and its interplay of weight and ______ blank dancers may explore, for example, the moment of mid-air suspension at the top of a jump. Which choice completes the text so that it conforms to the conventions of Standard English?",,weightlessness,weightlessness which,"weightlessness,",weightlessness;
11808,1ba5ad7a,Hard,6,Reading & Writing,Information and Ideas,Central Ideas and Details,"Many literary theorists distinguish between fabula , a narrative’s content, and syuzhet , a narrative’s arrangement and presentation of events. In the film The Godfather Part II , the fabula is the story of the Corleone family, and the syuzhet is the presentation of the story as it alternates between two timelines in 1901 and 1958. But literary theorist Mikhail Bakhtin maintained that fabula and syuzhet are insufficient to completely describe a narrative—he held that systematic categorizations of artistic phenomena discount the subtle way in which meaning is created by interactions between the artist, the work, and the audience. Which choice best states the main idea of the text?",,Literary theorist Mikhail Bakhtin argued that there are important characteristics of narratives that are not fully encompassed by two concepts that other theorists have used to analyze narratives.,Literary theorist Mikhail Bakhtin claimed that meaning is not inherent in a narrative but is created when an audience encounters a narrative so that narratives are interpreted differently by different people.,"The storytelling methods used in The Godfather Part II may seem unusually complicated, but they can be easily understood when two concepts from literary theory are utilized.",Narratives that are told out of chronological order are more difficult for audiences to understand than are narratives presented chronologically.
12637,068f939b,Hard,7,Reading & Writing,Information and Ideas,Command of Evidence,"The ancient Greek concept of “mimesis,” a term used in the works of Plato, Aristotle, and other Greek philosophers in discussions of representational art—visual, performance, or literary art that aims to depict the real world—is a foundational concept of the Western philosophy of aesthetics. Mimesis is typically translated as “imitation” in modern editions of ancient Greek texts, but scholar Stephen Halliwell warns that this is overly reductive: “imitation” implies that art merely copies—and is thus by definition entirely derivative of—a reality that exists outside and prior to the work of art, and translating “mimesis” thusly obscures the multifaceted ways in which the ancient Greeks understood the relationship between art and reality. Which statement, if true, would most directly support the claim by Halliwell presented in the text?",,"One of the earliest appearances of mimesis’s root word, mimos , can be found in an ancient Greek tragedy in reference to dramatic impersonation, and the mim- root came to be generally associated with the musical and poetic arts by the fifth century BCE.",Both Plato’s and Aristotle’s theorizations of mimesis examine the psychological effects that works of art induce in the viewer or listener.,"Although several of Plato’s earliest philosophical works discuss aesthetic ideas, the term “mimesis” doesn’t appear in Plato’s discussions of art until Cratylus , a relatively late work.","Although Plato’s writings typically characterize representational art as an inferior reflection of the physical world, Aristotle suggests that mimesis can refer to art’s capacity to envision hypothetical conditions that could, but don’t yet, exist."
1382,97e5bf55,Hard,6,Reading & Writing,Craft and Structure,Cross-Text Connections,"Text 1 In 1916, H. Dugdale Sykes disputed claims that The Two Noble Kinsmen was coauthored by William Shakespeare and John Fletcher. Sykes felt Fletcher’s contributions to the play were obvious—Fletcher had a distinct style in his other plays, so much so that lines with that style were considered sufficient evidence of Fletcher’s authorship. But for the lines not deemed to be by Fletcher, Sykes felt that their depiction of women indicated that their author was not Shakespeare but Philip Massinger. Text 2 Scholars have accepted The Two Noble Kinsmen as coauthored by Shakespeare since the 1970s: it appears in all major one-volume editions of Shakespeare’s complete works. Though scholars disagree about who wrote what exactly, it is generally held that on the basis of style, Shakespeare wrote all of the first act and most of the last, while John Fletcher authored most of the three middle acts. Based on the texts, both Sykes in Text 1 and the scholars in Text 2 would most likely agree with which statement?",,"John Fletcher’s writing has a unique, readily identifiable style.",The women characters in John Fletcher’s plays are similar to the women characters in Philip Massinger’s plays.,The Two Noble Kinsmen belongs in one-volume compilations of Shakespeare’s complete plays.,Philip Massinger’s style in the first and last acts of The Two Noble Kinsmen is an homage to Shakespeare’s style.
1091,702eb7e3,Hard,6,Reading & Writing,Information and Ideas,Command of Evidence,"200 150 100 50 0 Uncertainty (larger values = more uncertainty) 2005 2006 2007 2008 2009 2010 Economic Policy Uncertainty in the United Kingdom, 2005–2010 Year tax and public spending policy trade policy general economic policy For each data category, the following bars are shown: Tax and public spending policy Trade policy General economic policy The data for the 6 categories are as follows: 2005: Tax and public spending policy: 98 Trade policy: 160 General economic policy: 90 2006: Tax and public spending policy: 65 Trade policy: 105 General economic policy: 72 2007: Tax and public spending policy: 61 Trade policy: 75 General economic policy: 77 2008: Tax and public spending policy: 90 Trade policy: 71 General economic policy: 73 2009: Tax and public spending policy: 76 Trade policy: 70 General economic policy: 81 2010: Tax and public spending policy: 165 Trade policy: 71 General economic policy: 118 High levels of public uncertainty about which economic policies a country will adopt can make planning difficult for businesses, but measures of such uncertainty have not tended to be very detailed. Recently, however, economist Sandile Hlatshwayo analyzed trends in news reports to derive measures not only for general economic policy uncertainty but also for uncertainty related to specific areas of economic policy, like tax or trade policy. One revelation of her work is that a general measure may not fully reflect uncertainty about specific areas of policy, as in the case of the United Kingdom, where general economic policy uncertainty ______ blank Which choice most effectively uses data from the graph to illustrate the claim?",,aligned closely with uncertainty about tax and public spending policy in 2005 but differed from uncertainty about tax and public spending policy by a large amount in 2009.,was substantially lower than uncertainty about tax and public spending policy each year from 2005 to 2010.,reached its highest level between 2005 and 2010 in the same year that uncertainty about trade policy and tax and public spending policy reached their lowest levels.,was substantially lower than uncertainty about trade policy in 2005 and substantially higher than uncertainty about trade policy in 2010.
11810,1281dfd5,Hard,7,Reading & Writing,Information and Ideas,Command of Evidence,"9 8 7 6 5 4 3 2 1 0 Number of lizard species 30–39 40–49 50–59 60–69 70–79 80–89 90–100 Number of Lizard Species by Average Percent of Maximal Speed Used When Pursuing Prey or Escaping Predators Percent of maximal speed escaping pursuing For each data category, the following bars are shown: escaping pursuing The data for the 7 categories are as follows: 30–39 percent of maximal speed: escaping: 0 species pursuing: 1 species 40–49 percent of maximal speed: escaping: 0 species pursuing: 0 species 50–59 percent of maximal speed: escaping: 2 species pursuing: 1 species 60–69 percent of maximal speed: escaping: 1 species pursuing: 1 species 70–79 percent of maximal speed: escaping: 2 species pursuing: 0 species 80–89 percent of maximal speed: escaping: 3 species pursuing: 1 species 90–100 percent of maximal speed: escaping: 8 species pursuing: 3 species It may seem that the optimal strategy for an animal pursuing prey or escaping predators is to move at maximal speed, but the energy expense of exploiting full speed capacity can disfavor such a strategy even in escape contexts, as evidenced by the fact that ______ blank Which choice most effectively uses data from the graph to complete the text?",,most lizard species use about the same percentage of their maximal speed when escaping predation as they do when pursuing prey.,multiple lizard species move at an average of less than 90% of their maximal speed while escaping predation.,"more lizard species use, on average, 90%–100% of their maximal speed while escaping predation than use any other percentage of their maximal speed.","at least 4 lizard species use, on average, less than 100% of their maximal speed while pursuing prey."
1385,d4732483,Hard,6,Reading & Writing,Craft and Structure,Text Structure and Purpose,"Studying late nineteenth- and early twentieth-century artifacts from an agricultural and domestic site in Texas, archaeologist Ayana O. Flewellen found that Black women employed as farm workers utilized hook-and-eye closures to fasten their clothes at the waist, giving themselves a silhouette similar to the one that was popular in contemporary fashion and typically achieved through more restrictive garments such as corsets. Flewellen argues that this sartorial practice shows that these women balanced hegemonic ideals of femininity with the requirements of their physically demanding occupation. Which choice best states the main purpose of the text?",,To describe an unexpected discovery that altered a researcher’s view of how rapidly fashions among Black female farmworkers in late nineteenth- and early twentieth-century Texas changed during the period,To discuss research that investigated the ways in which Black female farmworkers in late nineteenth- and early twentieth-century Texas used fashion practices to resist traditional gender ideals,To evaluate a scholarly work that offers explanations for the impact of urban fashion ideals on Black female farmworkers in late nineteenth- and early twentieth-century Texas,To summarize the findings of a study that explored factors influencing a fashion practice among Black female farmworkers in late nineteenth- and early twentieth-century Texas
11902,d9915c15,Hard,6,Reading & Writing,Craft and Structure,Text Structure and Purpose,"In 2020, rap artist and professor A.D. Carson published the first peer-reviewed rap album about his experiences with Black masculinity called “i used to love to dream.” Typically in peer review, experts evaluate scholarly articles prior to publication. For Carson’s album, dubbed a “mixtap/e/ssay,” peer review involved both scholars and rap artists. In combining elements of a mixtape album with scholarly essays that connect Carson’s lyrics to historical and contemporary contexts for listeners both inside and outside academia, Carson’s album helped redefine how scholarship is created and shared. Which choice best states the main purpose of the text?",,To compare the relative public impact of scholarly articles and albums,To capture one scholar’s opinion of a new rap album,To explain why a certain rap album is particularly innovative,To describe how each step of the peer review process unfolds
1815,adf210e7,Hard,7,Reading & Writing,Standard English Conventions,Boundaries,"The haiku-like poems of Tomas Tranströmer, which present nature- and dream-influenced images in crisp, spare language, have earned the Swedish poet praise from leading contemporary ______ blank them Nigerian American essayist and novelist Teju Cole, who has written that Tranströmer’s works “contain a luminous simplicity.” Which choice completes the text so that it conforms to the conventions of Standard English?",,writers. Among,writers among,writers; among,"writers, among"
12308,98d0a5d7,Hard,7,Reading & Writing,Information and Ideas,Command of Evidence,"Almost all works of fiction contain references to the progression of time, including the time of day when events in a story take place. In a 2020 study, Allen Kim, Charuta Pethe, and Steven Skiena claim that an observable pattern in such references reflects a shift in human behavior prompted by the spread of electric lighting in the late nineteenth century. The researchers drew this conclusion from an analysis of more than 50,000 novels spanning many centuries and cultures, using software to recognize and tally both specific time references—that is, clock phrases, such as 7 a.m. or 2:30 p.m. —and implied ones, such as mentions of meals typically associated with a particular time of day. Which finding from the study, if true, would most directly support the researchers’ conclusion?",,Novels published after the year 1800 include the clock phrase 10 a.m. less often than novels published before the year 1800 do.,Novels published after 1880 contain significantly more references to activities occurring after 10 p.m. than do novels from earlier periods.,"Among novels published in the nineteenth century, implied time references become steadily more common than clock phrases as publication dates approach 1900.",The time references of noon (12 p.m. ) and midnight (12 a.m. ) are used with roughly the same frequency in the novels.
1626,e3edc138,Hard,6,Reading & Writing,Expression of Ideas,Transitions,"In a heated debate in biogeography, the field is divided between dispersalists and vicariancists. ______ blank there are those who argue that dispersal is the most crucial determining factor in a species’ distribution, and those who insist that vicariance (separation due to geographic barriers) is. Biogeographer Isabel Sanmartín counts herself among neither. Which choice completes the text with the most logical transition?",,"Furthermore,","By contrast,","Similarly,","That is,"
1093,403fb4e4,Hard,6,Reading & Writing,Information and Ideas,Command of Evidence,"60 55 50 45 40 35 30 25 20 15 10 5 0 Female farmers as a percentage of total north Ondo central Ondo south Ondo Percentage of Ondo State Small-Scale Farmers Who Are Female, by Main Crop Grown Ondo State region cereals root crops non–root vegetables For each data category, the following bars are shown: cereals root crops non–root vegetables The data for the 3 categories are as follows: north Ondo: cereals: 30.4% root crops: 16.73% non–root vegetables: 58.69% central Ondo: cereals: 36.9% root crops: 19.93% non–root vegetables: 45.1% south Ondo: cereals: 35.9% root crops: 18.78% non–root vegetables: 53.27% Geographer Adebayo Oluwole Eludoyin and his colleagues surveyed small-scale farmers in three locations in Ondo State, Nigeria—which has mountainous terrain in the north, an urbanized center, and coastal terrain in the south—to learn more about their practices, like the types of crops they mainly cultivated. In some regions, female farmers were found to be especially prominent in the cultivation of specific types of crops and even constituted the majority of farmers who cultivated those crops; for instance, ______ blank Which choice most effectively uses data from the graph to complete the example?",,most of the farmers who mainly cultivated cereals and most of the farmers who mainly cultivated non–root vegetables in south Ondo were women.,more women in central Ondo mainly cultivated root crops than mainly cultivated cereals.,most of the farmers who mainly cultivated non–root vegetables in north and south Ondo were women.,a relatively equal proportion of women across the three regions of Ondo mainly cultivated cereals.
1094,94c54577,Hard,7,Reading & Writing,Information and Ideas,Command of Evidence,"While attending school in New York City in the 1980s, Okwui Enwezor encountered few works by African artists in exhibitions, despite New York’s reputation as one of the best places to view contemporary art from around the world. According to an arts journalist, later in his career as a renowned curator and art historian, Enwezor sought to remedy this deficiency, not by focusing solely on modern African artists, but by showing how their work fits into the larger context of global modern art and art history. Which finding, if true, would most directly support the journalist’s claim?",,"As curator of the Haus der Kunst in Munich, Germany, Enwezor organized a retrospective of Ghanaian sculptor El Anatsui’s work entitled El Anatsui: Triumphant Scale , one of the largest art exhibitions devoted to a Black artist in Europe’s history.","In the exhibition Postwar: Art Between the Pacific and the Atlantic, 1945–1965 , Enwezor and cocurator Katy Siegel brought works by African artists such as Malangatana Ngwenya together with pieces by major figures from other countries, like US artist Andy Warhol and Mexico’s David Siqueiros.","Enwezor’s work as curator of the 2001 exhibition The Short Century: Independence and Liberation Movements in Africa, 1945–1994 showed how African movements for independence from European colonial powers following the Second World War profoundly influenced work by African artists of the period, such as Kamala Ibrahim Ishaq and Thomas Mukarobgwa.","Enwezor organized the exhibition In/sight: African Photographers, 1940 to the Present not to emphasize a particular aesthetic trend but to demonstrate the broad range of ways in which African artists have approached the medium of photography."
1095,ce4448b7,Hard,6,Reading & Writing,Information and Ideas,Inferences,"Researchers recently found that disruptions to an enjoyable experience, like a short series of advertisements during a television show, often increase viewers’ reported enjoyment. Suspecting that disruptions to an unpleasant experience would have the opposite effect, the researchers had participants listen to construction noise for 30 minutes and anticipated that those whose listening experience was frequently interrupted with short breaks of silence would thus ______ blank Which choice most logically completes the text?",,find the disruptions more irritating as time went on.,rate the listening experience as more negative than those whose listening experience was uninterrupted.,rate the experience of listening to construction noise as lasting for less time than it actually lasted.,perceive the volume of the construction noise as growing softer over time.
